icao,geometry
10,EBBUNLS,"POLYGON ((4.5044444444 51.4588888889, 4.3663888889 51.4055555556, 4.3333333333 51.3861111111, 4.3422222222 51.3755555556, 4.35 51.3666666667, 4.3375 51.3658333333, 4.335 51.3661111111, 4.2794444444 51.3716666667, 4.2419444444 51.3538888889, 4.2230555556 51.3386111111, 4.2008333333 51.3216666667, 4.1530555556 51.2897222222, 4.1525 51.2894444444, 4.1522222222 51.2894444444, 4.1083333333 51.2708333333, 4.105 51.2716666667, 4.0833333333 51.2777777778, 3.9833333333 51.3, 3.8722222222 51.3261111111, 3.7011111111 51.3633333333, 3.5525 51.3972222222, 3.4083333333 51.4308333333, 3.4 51.4333333333, 3.1736111111 51.4805555556, 3.1 51.5, 2.6666666667 51.5983333333, 2.5 51.6369444444, 2.5 51.5480555556, 2.5 51.4555555556, 2.3166666667 51.4719444444, 2.275 51.4758333333, 2.0833333333 51.4925, 2 51.5, 2 51.4894444444, 2 51.4430555556, 2 51.4005555556, 2 51.3833333333, 2 51.3591666667, 2.4705555556 51.3025, 2.6241666667 51.2819444444, 2.6436111111 51.2794444444, 3.1136111111 51.2216666667, 3.1238888889 51.2166666667, 3.3055555556 51.1766666667, 3.3102777778 51.1755555556, 3.4933333333 51.1322222222, 3.5027777778 51.1302777778, 3.6225 51.1019444444, 4.4833333333 50.9, 4.9808333333 51.035, 5.0916666667 51.065, 5.1102777778 51.07, 5.1030555556 51.1483333333, 5.0819444444 51.3802777778, 5.0583333333 51.4916666667, 5.0166666667 51.4752777778, 4.9972222222 51.4738888889, 4.9630555556 51.4425, 4.9052777778 51.4130555556, 4.8333333333 51.4166666667, 4.8066666667 51.4972222222, 4.8027777778 51.5083333333, 4.6833333333 51.425, 4.6333333333 51.43, 4.5802777778 51.4322222222, 4.5522222222 51.4272222222, 4.5333333333 51.425, 4.5405555556 51.4605555556, 4.5180555556 51.4644444444, 4.5044444444 51.4588888889), (2.6436111111 51.2794444444, 2.716634525278063 51.31166626426791, 2.716634525278065 51.31166626426791, 2.6436111111 51.2794444444), (3.3055555556 51.1766666667, 3.338841708611997 51.23448946962934, 3.338841708611998 51.23448946962934, 3.3055555556 51.1766666667))"
11,EBBUNWC,"POLYGON ((3.3347222222 50.7180555556, 3.2841666667 50.5947222222, 3.3616666667 50.515, 3.3766666667 50.495, 3.4847222222 50.5194444444, 3.5116666667 50.5266666667, 3.6461111111 50.6238888889, 3.6616666667 50.6380555556, 3.9361111111 50.5352777778, 3.9425 50.5027777778, 3.9538888889 50.4352777778, 3.9730555556 50.3283333333, 4.0897222222 50.3147222222, 4.1188888889 50.2966666667, 4.1780555556 50.2247222222, 4.1680555556 50.1488888889, 4.1458333333 49.9805555556, 4.1502777778 49.9802777778, 4.3666666667 49.9616666667, 4.4833333333 49.95, 4.4833333333 50.3386111111, 4.4833333333 50.3666666667, 4.4833333333 50.4113888889, 4.4830555556 50.5541666667, 4.4833333333 50.5666666667, 4.4833333333 50.6072222222, 4.4833333333 50.6205555556, 4.5305555556 50.6288888889, 4.715 50.6616666667, 4.9233333333 50.6988888889, 4.9702777778 50.7072222222, 5.1452777778 50.7383333333, 5.1386111111 50.8013888889, 5.1252777778 50.9286111111, 5.1102777778 51.07, 5.1030555556 51.1483333333, 5.0819444444 51.3802777778, 5.0583333333 51.4916666667, 5.0166666667 51.4752777778, 4.9972222222 51.4738888889, 4.9630555556 51.4425, 4.9052777778 51.4130555556, 4.8333333333 51.4166666667, 4.8066666667 51.4972222222, 4.8027777778 51.5083333333, 4.6833333333 51.425, 4.6333333333 51.43, 4.5802777778 51.4322222222, 4.5522222222 51.4272222222, 4.5333333333 51.425, 4.5405555556 51.4605555556, 4.5180555556 51.4644444444, 4.5044444444 51.4588888889, 4.3663888889 51.4055555556, 4.3333333333 51.3861111111, 4.3422222222 51.3755555556, 4.35 51.3666666667, 4.3375 51.3658333333, 4.335 51.3661111111, 4.2794444444 51.3716666667, 4.2419444444 51.3538888889, 4.2230555556 51.3386111111, 4.2008333333 51.3216666667, 4.1530555556 51.2897222222, 4.1525 51.2894444444, 4.1522222222 51.2894444444, 4.1083333333 51.2708333333, 4.105 51.2716666667, 4.0833333333 51.2777777778, 3.9833333333 51.3, 3.8722222222 51.3261111111, 3.7011111111 51.3633333333, 3.5525 51.3972222222, 3.4083333333 51.4308333333, 3.4 51.4333333333, 3.1736111111 51.4805555556, 3.1 51.5, 2.6666666667 51.5983333333, 2.5 51.6369444444, 2.5 51.5480555556, 2.5 51.4555555556, 2.3166666667 51.4719444444, 2.275 51.4758333333, 2.0833333333 51.4925, 2 51.5, 2 51.4894444444, 2 51.4430555556, 2 51.4005555556, 2 51.3833333333, 2 51.3591666667, 2.4705555556 51.3025, 2.6241666667 51.2819444444, 2.6436111111 51.2794444444, 3.1136111111 51.2216666667, 3.1238888889 51.2166666667, 3.3055555556 51.1766666667, 3.3102777778 51.1755555556, 3.4933333333 51.1322222222, 3.5027777778 51.1302777778, 3.4730555556 51.0547222222, 3.4072222222 50.8936111111, 3.3347222222 50.7180555556))"
12,EBBUWHS,"POLYGON ((3.4730555556 51.0547222222, 3.4072222222 50.8936111111, 3.3347222222 50.7180555556, 3.2841666667 50.5947222222, 3.3616666667 50.515, 3.3766666667 50.495, 3.4847222222 50.5194444444, 3.5116666667 50.5266666667, 3.6461111111 50.6238888889, 3.6616666667 50.6380555556, 3.9361111111 50.5352777778, 3.9425 50.5027777778, 3.9538888889 50.4352777778, 3.9730555556 50.3283333333, 4.0897222222 50.3147222222, 4.1188888889 50.2966666667, 4.1780555556 50.2247222222, 4.1680555556 50.1488888889, 4.1458333333 49.9805555556, 4.1502777778 49.9802777778, 4.3666666667 49.9616666667, 4.4833333333 49.95, 4.4833333333 50.3386111111, 4.4833333333 50.3666666667, 4.4833333333 50.4113888889, 4.4830555556 50.5541666667, 4.4833333333 50.5666666667, 4.4833333333 50.6072222222, 4.4833333333 50.6205555556, 4.5305555556 50.6288888889, 4.715 50.6616666667, 4.9233333333 50.6988888889, 4.9702777778 50.7072222222, 5.1452777778 50.7383333333, 5.1386111111 50.8013888889, 5.1252777778 50.9286111111, 5.1102777778 51.07, 5.1030555556 51.1483333333, 5.0819444444 51.3802777778, 5.0583333333 51.4916666667, 5.0166666667 51.4752777778, 4.9972222222 51.4738888889, 4.9630555556 51.4425, 4.9052777778 51.4130555556, 4.8333333333 51.4166666667, 4.8066666667 51.4972222222, 4.8027777778 51.5083333333, 4.6833333333 51.425, 4.6333333333 51.43, 4.5802777778 51.4322222222, 4.5522222222 51.4272222222, 4.5333333333 51.425, 4.5405555556 51.4605555556, 4.5180555556 51.4644444444, 4.5044444444 51.4588888889, 4.3663888889 51.4055555556, 4.3333333333 51.3861111111, 4.3422222222 51.3755555556, 4.35 51.3666666667, 4.3375 51.3658333333, 4.335 51.3661111111, 4.2794444444 51.3716666667, 4.2419444444 51.3538888889, 4.2230555556 51.3386111111, 4.2008333333 51.3216666667, 4.1530555556 51.2897222222, 4.1525 51.2894444444, 4.1522222222 51.2894444444, 4.1083333333 51.2708333333, 4.105 51.2716666667, 4.0833333333 51.2777777778, 3.9833333333 51.3, 3.8722222222 51.3261111111, 3.7011111111 51.3633333333, 3.5525 51.3972222222, 3.5205555556 51.2619444444, 3.5027777778 51.1302777778, 3.4730555556 51.0547222222))"
13,EBBUWLS,"POLYGON ((2 51.3591666667, 2 51.33, 2 51.2463888889, 2 51.2152777778, 2 51.2119444444, 2 51.1969444444, 2 51.1308333333, 2 51.1166666667, 2 51.0666666667, 2.1833333333 51, 2.3291666667 51.0308333333, 2.5727777778 51.0155555556, 2.5916666667 51.0138888889, 2.6472222222 50.8188888889, 2.65 50.8083333333, 2.9 50.7, 2.9083333333 50.6916666667, 3.15 50.7833333333, 3.2227777778 50.6780555556, 3.27 50.6097222222, 3.2841666667 50.5947222222, 3.3616666667 50.515, 3.3766666667 50.495, 3.4847222222 50.5194444444, 3.5116666667 50.5266666667, 3.5541666667 50.4972222222, 3.6005555556 50.4838888889, 3.6333333333 50.4733333333, 3.6455555556 50.4519444444, 3.6666666667 50.4166666667, 3.6666666667 50.35, 3.675 50.3422222222, 3.7875 50.3397222222, 3.8730555556 50.3405555556, 3.9266666667 50.3338888889, 3.9730555556 50.3283333333, 4.0897222222 50.3147222222, 4.1188888889 50.2966666667, 4.1780555556 50.2247222222, 4.1680555556 50.1488888889, 4.1458333333 49.9805555556, 4.1502777778 49.9802777778, 4.3666666667 49.9616666667, 4.4833333333 49.95, 4.4833333333 50.3386111111, 4.4833333333 50.3666666667, 4.4833333333 50.4113888889, 4.4830555556 50.5541666667, 4.4833333333 50.5666666667, 4.4833333333 50.6072222222, 4.4833333333 50.6205555556, 4.4833333333 50.6405555556, 4.4833333333 50.9, 3.6225 51.1019444444, 3.5027777778 51.1302777778, 3.4933333333 51.1322222222, 3.3102777778 51.1755555556, 3.3055555556 51.1766666667, 3.1238888889 51.2166666667, 3.1136111111 51.2216666667, 2.6436111111 51.2794444444, 2.6241666667 51.2819444444, 2.4705555556 51.3025, 2 51.3591666667))"
14,EBBUWSC,"POLYGON ((2 51.5, 2 51.4894444444, 2 51.4430555556, 2 51.4005555556, 2 51.3833333333, 2 51.3591666667, 2 51.33, 2 51.2463888889, 2 51.2152777778, 2 51.2119444444, 2 51.1969444444, 2 51.1308333333, 2 51.1166666667, 2 51.0666666667, 2.1833333333 51, 2.3291666667 51.0308333333, 2.5727777778 51.0155555556, 2.5916666667 51.0138888889, 2.6472222222 50.8188888889, 2.65 50.8083333333, 2.9 50.7, 2.9083333333 50.6916666667, 3.15 50.7833333333, 3.2227777778 50.6780555556, 3.27 50.6097222222, 3.2841666667 50.5947222222, 3.3616666667 50.515, 3.3766666667 50.495, 3.4847222222 50.5194444444, 3.5116666667 50.5266666667, 3.5541666667 50.4972222222, 3.6005555556 50.4838888889, 3.6333333333 50.4733333333, 3.6455555556 50.4519444444, 3.6666666667 50.4166666667, 3.6666666667 50.35, 3.675 50.3422222222, 3.7875 50.3397222222, 3.8730555556 50.3405555556, 3.9266666667 50.3338888889, 3.9730555556 50.3283333333, 4.0897222222 50.3147222222, 4.1188888889 50.2966666667, 4.1780555556 50.2247222222, 4.1680555556 50.1488888889, 4.1458333333 49.9805555556, 4.1502777778 49.9802777778, 4.3666666667 49.9616666667, 4.4833333333 49.95, 4.4833333333 50.3386111111, 4.4833333333 50.3666666667, 4.4833333333 50.4113888889, 4.4830555556 50.5541666667, 4.4833333333 50.5666666667, 4.4833333333 50.6072222222, 4.4833333333 50.6205555556, 4.5305555556 50.6288888889, 4.715 50.6616666667, 4.9233333333 50.6988888889, 4.9702777778 50.7072222222, 5.1452777778 50.7383333333, 5.1386111111 50.8013888889, 5.1252777778 50.9286111111, 5.1102777778 51.07, 5.1030555556 51.1483333333, 5.0819444444 51.3802777778, 5.0583333333 51.4916666667, 5.0166666667 51.4752777778, 4.9972222222 51.4738888889, 4.9630555556 51.4425, 4.9052777778 51.4130555556, 4.8333333333 51.4166666667, 4.8066666667 51.4972222222, 4.8027777778 51.5083333333, 4.6833333333 51.425, 4.6333333333 51.43, 4.5802777778 51.4322222222, 4.5522222222 51.4272222222, 4.5333333333 51.425, 4.5405555556 51.4605555556, 4.5180555556 51.4644444444, 4.5044444444 51.4588888889, 4.3663888889 51.4055555556, 4.3333333333 51.3861111111, 4.3422222222 51.3755555556, 4.35 51.3666666667, 4.3375 51.3658333333, 4.335 51.3661111111, 4.2794444444 51.3716666667, 4.2419444444 51.3538888889, 4.2230555556 51.3386111111, 4.2008333333 51.3216666667, 4.1530555556 51.2897222222, 4.1525 51.2894444444, 4.1522222222 51.2894444444, 4.1083333333 51.2708333333, 4.105 51.2716666667, 4.0833333333 51.2777777778, 3.9833333333 51.3, 3.8722222222 51.3261111111, 3.7011111111 51.3633333333, 3.5525 51.3972222222, 3.4083333333 51.4308333333, 3.4 51.4333333333, 3.1736111111 51.4805555556, 3.1 51.5, 2.6666666667 51.5983333333, 2.5 51.6369444444, 2.5 51.5480555556, 2.5 51.4555555556, 2.3166666667 51.4719444444, 2.275 51.4758333333, 2.0833333333 51.4925, 2 51.5))"
15,EDGG1,"POLYGON ((7.8291666667 51.1322222222, 7.6416666667 51.3766666667, 7.5836111111 51.48, 7.4861111111 51.6522222222, 7.425 51.6772222222, 7.1819444444 51.7763888889, 6.9688888889 51.8622222222, 6.8766666667 51.9108333333, 6.7908333333 51.9336111111, 6.7783333333 51.9222222222, 6.7205555556 51.9163888889, 6.6591666667 51.9102777778, 6.6125 51.9, 6.5877777778 51.8941666667, 6.5033333333 51.8686111111, 6.4327777778 51.8655555556, 6.3763888889 51.8683333333, 6.4075 51.8280555556, 6.0283333333 51.7, 6.0366666667 51.6727777778, 6.0358333333 51.3333333333, 6.0233333333 51.3208333333, 6.0191666667 51.3166666667, 5.9522222222 51.2486111111, 5.9602777778 51.2244444444, 5.9675 51.2030555556, 5.9736111111 51.1833333333, 5.9902777778 51.1338888889, 6.0047222222 51.0872222222, 6.0069444444 51.0808333333, 6.0580555556 50.9225, 6.0625 50.9091666667, 6.0705555556 50.8841666667, 6.0780555556 50.8611111111, 6.0741666667 50.8463888889, 6.0230555556 50.7577777778, 6.0763888889 50.77, 6.3863888889 50.9183333333, 6.5583333333 51, 6.6161111111 51.0263888889, 6.7311111111 51.0788888889, 7.0016666667 51.0994444444, 7.1019444444 51.04, 7.2616666667 51.1086111111, 7.3561111111 51.1116666667, 7.5158333333 51.1169444444, 7.7666666667 51.1247222222, 7.8291666667 51.1322222222))"
16,EDGG2,"POLYGON ((8.882777777799999 48.1666666667, 9.1827777778 48.1666666667, 9.328611111100001 48.1666666667, 9.4619444444 48.1666666667, 9.550000000000001 48.1666666667, 9.550000000000001 48.2941666667, 9.550000000000001 48.3625, 9.550000000000001 48.3933333333, 9.550000000000001 48.4419444444, 9.550000000000001 48.4666666667, 9.550000000000001 48.5125, 9.550000000000001 48.5277777778, 9.6033333333 48.5944444444, 9.6244444444 48.6213888889, 9.6863888889 48.6986111111, 9.7763888889 48.8105555556, 9.865 48.8486111111, 10.0969444444 48.9486111111, 9.896388888900001 49.0563888889, 9.7833333333 49.1166666667, 9.6441666667 49.1827777778, 9.4527777778 49.2722222222, 9.1730555556 49.2575, 9.073333333300001 49.4416666667, 9.0841666667 49.5180555556, 9.1105555556 49.7011111111, 9.1138888889 49.7308333333, 9.1138888889 49.7322222222, 9.118888888900001 49.7933333333, 9.1244444444 49.8533333333, 9.131666666699999 49.9305555556, 9.0969444444 50.0011111111, 9.0525 50.1544444444, 9.044722222200001 50.1822222222, 8.8305555556 50.1666666667, 8.7833333333 50.1333333333, 8.6566666667 50.1258333333, 8.5 50.1166666667, 8.340833333300001 50.1169444444, 8.387499999999999 49.9033333333, 8.437777777799999 49.6780555556, 8.3083333333 49.6708333333, 8.1675 49.6627777778, 8.1916666667 49.5666666667, 8.1922222222 49.3777777778, 8.339722222200001 49.2361111111, 8.393888888899999 49.2352777778, 8.374166666700001 49.0763888889, 8.348333333299999 49.0044444444, 8.291666666699999 48.9677777778, 8.2186111111 48.9741666667, 8.1541666667 48.9166666667, 8.0222222222 48.775, 7.9666666667 48.7166666667, 7.8 48.5208333333, 7.7913888889 48.5097222222, 7.7336111111 48.435, 7.7036111111 48.3477777778, 7.6583333333 48.2166666667, 7.6477777778 48.1991666667, 7.5775 48.0833333333, 7.6166666667 48, 7.5833333333 47.9083333333, 7.5608333333 47.8363888889, 7.7986111111 47.7891666667, 7.8813888889 47.9194444444, 7.9666666667 48.1, 8.2127777778 48.1486111111, 8.3213888889 48.17, 8.3902777778 48.1697222222, 8.6805555556 48.1688888889, 8.882777777799999 48.1666666667))"
17,EDGG3,"POLYGON ((10.4927777778 51.3333333333, 10.3875 51.3338888889, 10.0594444444 51.3336111111, 9.936111111100001 51.3333333333, 9.581944444399999 51.3333333333, 9.520277777800001 51.3333333333, 9.517222222199999 51.3333333333, 9.166666666699999 51.3333333333, 8.9077777778 51.3333333333, 8.7419444444 51.1663888889, 8.6705555556 51.0933333333, 8.596111111100001 51.0169444444, 8.4630555556 50.9302777778, 8.3030555556 50.9236111111, 8.0688888889 50.9130555556, 8.018888888899999 50.9591666667, 7.8291666667 51.1322222222, 7.7666666667 51.1247222222, 7.5158333333 51.1169444444, 7.3561111111 51.1116666667, 7.2616666667 51.1086111111, 7.1019444444 51.04, 7.1680555556 51.0005555556, 7.58 50.6002777778, 7.4411111111 50.5497222222, 7.4666666667 50.5166666667, 7.4994444444 50.4738888889, 7.5088888889 50.4591666667, 7.535 50.4244444444, 7.5897222222 50.3463888889, 7.6388888889 50.2583333333, 7.6802777778 50.1941666667, 7.9219444444 50.1361111111, 8.001944444399999 50.1166666667, 8.07 50.1166666667, 8.1272222222 50.1166666667, 8.340833333300001 50.1169444444, 8.5 50.1166666667, 8.6566666667 50.1258333333, 8.7833333333 50.1333333333, 8.8305555556 50.1666666667, 9.044722222200001 50.1822222222, 9.131666666699999 50.2247222222, 9.1869444444 50.2633333333, 9.44 50.2447222222, 9.6222222222 50.2861111111, 9.761388888899999 50.2922222222, 10.1805555556 50.2916666667, 10.3091666667 50.2508333333, 10.4527777778 50.4197222222, 10.4947222222 50.4683333333, 10.5216666667 50.5, 10.5347222222 50.5116666667, 10.5641666667 50.5372222222, 10.7027777778 50.6575, 10.6441666667 50.8483333333, 10.5836111111 51.0438888889, 10.4927777778 51.3333333333))"
18,EDGG4,"POLYGON ((9.073333333300001 49.4416666667, 9.0455555556 49.2425, 9.0725 49.2519444444, 9.1730555556 49.2575, 9.4527777778 49.2722222222, 9.6441666667 49.1827777778, 9.7833333333 49.1166666667, 9.896388888900001 49.0563888889, 10.0969444444 48.9486111111, 10.2575 49.0172222222, 10.3013888889 49.0358333333, 10.4791666667 49.1111111111, 10.5877777778 49.1786111111, 10.6575 49.2272222222, 10.6666666667 49.2333333333, 10.8397222222 49.3547222222, 10.9666666667 49.4416666667, 10.4733333333 50.0161111111, 10.3772222222 50.1263888889, 10.2888888889 50.2269444444, 10.3091666667 50.2508333333, 10.1805555556 50.2916666667, 9.761388888899999 50.2922222222, 9.6222222222 50.2861111111, 9.44 50.2447222222, 9.1869444444 50.2633333333, 9.131666666699999 50.2247222222, 9.044722222200001 50.1822222222, 9.0525 50.1544444444, 9.0969444444 50.0011111111, 9.0402777778 49.8983333333, 8.9288888889 49.81, 8.960555555599999 49.7161111111, 9.0477777778 49.5763888889, 9.0841666667 49.5180555556, 9.073333333300001 49.4416666667))"
19,EDGG5,"POLYGON ((7.4666666667 50.5166666667, 7.4411111111 50.5497222222, 7.2127777778 50.5513888889, 6.9269444444 50.5527777778, 6.8983333333 50.5402777778, 6.8152777778 50.5058333333, 6.6247222222 50.4725, 6.4377777778 50.4372222222, 6.4194444444 50.4222222222, 6.3586111111 50.3725, 6.3011111111 50.325, 6.2236111111 50.2608333333, 6.2222222222 50.2397222222, 6.2216666667 50.2333333333, 6.2169444444 50.1630555556, 6.2144444444 50.13, 6.2077777778 50.0302777778, 6.2025 49.9538888889, 6.2011111111 49.9355555556, 6.3405555556 49.8744444444, 6.5027777778 49.8091666667, 6.4275 49.6355555556, 6.4280555556 49.6347222222, 6.5444444444 49.4555555556, 6.5597222222 49.4327777778, 6.6833333333 49.25, 6.7111111111 49.2180555556, 7.0394444444 49.1722222222, 7.1588888889 49.1513888889, 7.3466666667 49.12, 7.585 49.0802777778, 7.7183333333 49.0508333333, 7.8352777778 49.0472222222, 8.0022222222 49.0194444444, 8.0666666667 49, 8.120555555599999 48.9880555556, 8.2186111111 48.9741666667, 8.291666666699999 48.9677777778, 8.348333333299999 49.0044444444, 8.374166666700001 49.0763888889, 8.393888888899999 49.2352777778, 8.408055555600001 49.3466666667, 8.448888888899999 49.6697222222, 8.437777777799999 49.6780555556, 8.387499999999999 49.9033333333, 8.340833333300001 50.1169444444, 8.1272222222 50.1166666667, 8.07 50.1166666667, 8.001944444399999 50.1166666667, 7.9219444444 50.1361111111, 7.6802777778 50.1941666667, 7.6388888889 50.2583333333, 7.5897222222 50.3463888889, 7.535 50.4244444444, 7.5088888889 50.4591666667, 7.4994444444 50.4738888889, 7.4666666667 50.5166666667))"
20,EDGG6,"POLYGON ((7.8291666667 51.1322222222, 8.018888888899999 50.9591666667, 8.0688888889 50.9130555556, 8.135277777800001 50.8775, 8.3030555556 50.9236111111, 8.4630555556 50.9302777778, 8.596111111100001 51.0169444444, 8.6705555556 51.0933333333, 8.7419444444 51.1663888889, 8.9077777778 51.3333333333, 8.8666666667 51.4769444444, 8.9597222222 51.6086111111, 9 51.6666666667, 9 51.7544444444, 8.8666666667 51.75, 8.8666666667 51.85, 8.8666666667 51.8819444444, 8.8666666667 51.8855555556, 8.8666666667 51.9, 8.833888888900001 51.9611111111, 8.7416666667 52.1333333333, 8.586111111099999 52.1302777778, 8.515000000000001 52.2930555556, 8.3977777778 52.3269444444, 8 52.2833333333, 7.86 52.2769444444, 7.2677777778 52.2494444444, 7.0611111111 52.2388888889, 6.8430555556 52.1527777778, 6.8802777778 52.1408333333, 6.8752777778 52.1383333333, 6.8136111111 52.1183333333, 6.7641666667 52.0236111111, 6.7908333333 51.9336111111, 6.8766666667 51.9108333333, 6.9688888889 51.8622222222, 7.1819444444 51.7763888889, 7.425 51.6772222222, 7.3352777778 51.5566666667, 7.3055555556 51.5166666667, 7.3433333333 51.4238888889, 7.4516666667 51.3230555556, 7.4625 51.3130555556, 7.8291666667 51.1322222222))"
21,EDGG7,"POLYGON ((7.4666666667 50.5166666667, 7.4994444444 50.4738888889, 7.5088888889 50.4591666667, 7.6383333333 50.4319444444, 7.6702777778 50.4783333333, 7.5988888889 50.5819444444, 7.58 50.6002777778, 7.6083333333 50.6105555556, 7.7166666667 50.65, 7.8427777778 50.6994444444, 7.8877777778 50.7169444444, 7.9611111111 50.7455555556, 8.0372222222 50.775, 7.9755555556 50.8330555556, 8.135277777800001 50.8775, 8.0688888889 50.9130555556, 8.018888888899999 50.9591666667, 7.8291666667 51.1322222222, 7.7666666667 51.1247222222, 7.5158333333 51.1169444444, 7.3561111111 51.1116666667, 7.2616666667 51.1086111111, 7.0016666667 51.0994444444, 6.8661111111 51.1994444444, 6.755 51.2819444444, 6.505 51.1619444444, 6.4711111111 51.1455555556, 6.2436111111 51.0352777778, 6.0705555556 50.8841666667, 6.0780555556 50.8611111111, 6.0741666667 50.8463888889, 6.0230555556 50.7577777778, 6.0333333333 50.75, 6.0752777778 50.7277777778, 6.1363888889 50.6958333333, 6.1402777778 50.6891666667, 6.1841666667 50.6477777778, 6.2072222222 50.6366666667, 6.2166666667 50.6333333333, 6.2786111111 50.6252777778, 6.2519444444 50.6022222222, 6.2463888889 50.5938888889, 6.2333333333 50.5833333333, 6.2005555556 50.57, 6.2333333333 50.5, 6.3327777778 50.4941666667, 6.4194444444 50.4222222222, 6.4377777778 50.4372222222, 6.6247222222 50.4725, 6.8152777778 50.5058333333, 6.8486111111 50.5102777778, 7.2525 50.515, 7.4666666667 50.5166666667))"
22,EDGGBAD,"POLYGON ((8.8591666667 48.6205555556, 8.9005555556 48.8122222222, 8.852499999999999 48.9213888889, 8.6477777778 48.895, 8.471666666699999 48.9130555556, 8.436111111100001 48.9166666667, 8.291666666699999 48.9677777778, 8.2186111111 48.9741666667, 8.1541666667 48.9166666667, 8.0222222222 48.775, 7.9666666667 48.7166666667, 7.8 48.5208333333, 7.7913888889 48.5097222222, 7.7336111111 48.435, 7.7036111111 48.3477777778, 7.6583333333 48.2166666667, 7.6477777778 48.1991666667, 7.5775 48.0833333333, 7.6166666667 48, 7.5833333333 47.9083333333, 7.5608333333 47.8363888889, 7.7986111111 47.7891666667, 7.8813888889 47.9194444444, 7.9666666667 48.1, 8.2127777778 48.1486111111, 8.3213888889 48.17, 8.3902777778 48.1697222222, 8.6805555556 48.1688888889, 8.8352777778 48.3033333333, 8.836111111099999 48.4597222222, 8.833333333300001 48.5, 8.8591666667 48.6205555556))"
23,EDGGBALU,"POLYGON ((7.8 48.5208333333, 7.7913888889 48.5097222222, 7.7336111111 48.435, 7.7036111111 48.3477777778, 7.6583333333 48.2166666667, 7.6477777778 48.1991666667, 7.5775 48.0833333333, 7.6166666667 48, 7.5833333333 47.9083333333, 7.5608333333 47.8363888889, 7.7986111111 47.7891666667, 7.8813888889 47.9194444444, 7.9666666667 48.1, 8.2127777778 48.1486111111, 8.3213888889 48.17, 8.3902777778 48.1697222222, 8.6805555556 48.1688888889, 8.882777777799999 48.1666666667, 9.1827777778 48.1666666667, 9.328611111100001 48.1666666667, 9.4619444444 48.1666666667, 9.550000000000001 48.1666666667, 9.550000000000001 48.2941666667, 9.550000000000001 48.3625, 9.550000000000001 48.3933333333, 9.550000000000001 48.4419444444, 9.550000000000001 48.4666666667, 9.550000000000001 48.5125, 9.550000000000001 48.5277777778, 9.6033333333 48.5944444444, 9.6244444444 48.6213888889, 9.6863888889 48.6986111111, 9.7763888889 48.8105555556, 9.865 48.8486111111, 10.0969444444 48.9486111111, 9.896388888900001 49.0563888889, 9.7833333333 49.1166666667, 9.6441666667 49.1827777778, 9.4527777778 49.2722222222, 9.1730555556 49.2575, 9.0725 49.2519444444, 9.0455555556 49.2425, 9.0088888889 49, 9 48.94, 8.926666666699999 48.9305555556, 8.852499999999999 48.9213888889, 8.6477777778 48.895, 8.471666666699999 48.9130555556, 8.436111111100001 48.9166666667, 8.291666666699999 48.9677777778, 8.2186111111 48.9741666667, 8.1541666667 48.9166666667, 8.0222222222 48.775, 7.9666666667 48.7166666667, 7.8 48.5208333333))"
24,EDGGDKA,"POLYGON ((7.8427777778 50.6994444444, 7.8877777778 50.7169444444, 7.9611111111 50.7455555556, 8.0372222222 50.775, 7.9755555556 50.8330555556, 8.135277777800001 50.8775, 8.0688888889 50.9130555556, 8.018888888899999 50.9591666667, 7.8291666667 51.1322222222, 7.7666666667 51.1247222222, 7.5158333333 51.1169444444, 7.3561111111 51.1116666667, 7.2616666667 51.1086111111, 7.0016666667 51.0994444444, 6.7311111111 51.0788888889, 6.6161111111 51.0263888889, 6.5583333333 51, 6.3863888889 50.9183333333, 6.0763888889 50.77, 6.0230555556 50.7577777778, 6.0333333333 50.75, 6.0752777778 50.7277777778, 6.1363888889 50.6958333333, 6.1402777778 50.6891666667, 6.1841666667 50.6477777778, 6.2072222222 50.6366666667, 6.2166666667 50.6333333333, 6.2786111111 50.6252777778, 6.2519444444 50.6022222222, 6.2463888889 50.5938888889, 6.2333333333 50.5833333333, 6.2005555556 50.57, 6.2333333333 50.5, 6.3327777778 50.4941666667, 6.4194444444 50.4222222222, 6.4377777778 50.4372222222, 6.6247222222 50.4725, 6.8152777778 50.5058333333, 6.8983333333 50.5402777778, 6.9269444444 50.5527777778, 7.2127777778 50.5513888889, 7.4411111111 50.5497222222, 7.58 50.6002777778, 7.6083333333 50.6105555556, 7.7166666667 50.65, 7.8427777778 50.6994444444))"
